#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:12848	5	DNA replication preinitiation complex
9606	CL:12860	15	Telomere C-strand (Lagging Strand) Synthesis
9606	CL:12861	8	Telomere C-strand synthesis initiation
9606	CL:12876	7	Processive synthesis on the C-strand of the telomere
9606	CL:12893	5	Ctf18 RFC-like complex, and triplex DNA binding
9606	CL:129	3487	cell communication, and anatomical structure development
9606	CL:12909	32	DNA repair complex, and DNA N-glycosylase activity
9606	CL:1291	5	ADAMTS/ADAMTS-like, and Aggrecan/versican, C-type lectin-like domain
9606	CL:12912	12	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway, and Helix-hairpin-helix motif
9606	CL:12913	7	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway
9606	CL:12926	5	Helix-hairpin-helix motif, and uracil DNA N-glycosylase activity
9606	CL:12941	16	nonhomologous end joining complex, and mismatch repair complex
9606	CL:12942	11	nonhomologous end joining complex
9606	CL:12947	5	nonhomologous end joining complex
9606	CL:12963	5	mismatch repair complex
9606	CL:12972	30	telomere capping, and BRCA1-A complex
9606	CL:12973	17	mixed, incl. BRCA1-A complex, and histone H2A K63-linked ubiquitination
9606	CL:12976	11	BRCA1-A complex, and histone H2A K63-linked ubiquitination
9606	CL:12977	6	mixed, incl. histone H2A K63-linked ubiquitination, and Serine/threonine-protein kinase ATM
9606	CL:12988	5	BRCA1-A complex
9606	CL:130	3209	regulation of response to stimulus, and anatomical structure development
9606	CL:13007	10	shelterin complex, and telomeric 3' overhang formation
9606	CL:13008	5	shelterin complex
9606	CL:13017	5	Mre11 complex, and negative regulation of DNA recombination at telomere
9606	CL:13032	5	mixed, incl. Treslin, and MDM2-binding
9606	CL:13044	25	mixed, incl. Processing and activation of SUMO, and Topoisomerase
9606	CL:13047	17	Processing and activation of SUMO, and Topoisomerase
9606	CL:13051	11	Processing and activation of SUMO, and Daxx protein
9606	CL:13054	6	Processing and activation of SUMO
9606	CL:1306	5	mixed, incl. CD24 protein, and negative regulation of inflammatory response to wounding
9606	CL:13093	726	mixed, incl. Antigen processing: Ubiquitination & Proteasome degradation, and Protein processing in endoplasmic reticulum
9606	CL:13094	530	Antigen processing: Ubiquitination & Proteasome degradation, and Neddylation
9606	CL:13095	444	Antigen processing: Ubiquitination & Proteasome degradation, and Neddylation
9606	CL:13096	321	Antigen processing: Ubiquitination & Proteasome degradation, and Neddylation
9606	CL:13098	308	Antigen processing: Ubiquitination & Proteasome degradation, and Neddylation
9606	CL:13099	286	Antigen processing: Ubiquitination & Proteasome degradation, and Neddylation
9606	CL:131	2521	mixed, incl. regulation of response to stimulus, and Extracellular matrix organization
9606	CL:13100	277	Antigen processing: Ubiquitination & Proteasome degradation, and COMM domain
9606	CL:13102	270	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13103	262	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13104	186	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13108	165	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13109	159	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13110	142	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13111	97	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13113	89	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13114	78	Antigen processing: Ubiquitination & Proteasome degradation
9606	CL:13117	72	mixed, incl. Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13119	66	mixed, incl. Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13120	61	mixed, incl. Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13121	56	Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13123	50	Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13127	45	Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13130	35	Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13131	30	mixed, incl. Ubiquitin-conjugating enzyme E2, and Domain Homologous to E6-AP Carboxyl Terminus with
9606	CL:13132	19	mixed, incl. TICAM1, RIP1-mediated IKK complex recruitment, and Ubiquitin-conjugating enzyme, active site
9606	CL:13135	13	mixed, incl. ubiquitin conjugating enzyme complex, and Downregulation of ERBB4 signaling
9606	CL:13138	6	Downregulation of ERBB4 signaling, and Prokaryotic E2 family B
9606	CL:13170	8	mixed, incl. Modified RING finger domain, and Adaptor protein ClpS, core
9606	CL:13190	5	Ubiquitin-conjugating enzyme E2
9606	CL:132	1743	mixed, incl. regulation of intracellular signal transduction, and Extracellular matrix organization
9606	CL:13206	5	ISG15-protein conjugation
9606	CL:1322	367	mixed, incl. actin filament-based process, and Rho GTPase cycle
9606	CL:1323	360	mixed, incl. actin filament-based process, and Rho GTPase cycle
9606	CL:13232	5	mixed, incl. zinc-ribbon, and Ring finger protein 123, SPRY domain
9606	CL:1324	250	mixed, incl. contractile fiber, and Regulation of actin dynamics for phagocytic cup formation
9606	CL:13241	5	mixed, incl. HERC1, SPRY domain, and Domain of Unknown Function (DUF908)
9606	CL:1325	239	mixed, incl. contractile fiber, and Regulation of actin dynamics for phagocytic cup formation
9606	CL:1326	135	mixed, incl. Muscle protein, and myofibril assembly
9606	CL:13269	11	mixed, incl. E3 ubiquitin ligase RBR family, and DWNN domain
9606	CL:1327	125	mixed, incl. Muscle protein, and myofibril assembly
9606	CL:13270	6	E3 ubiquitin ligase RBR family, and DWNN domain
9606	CL:1328	104	Muscle protein, and myofibril assembly
9606	CL:13281	5	mixed, incl. RNF213 protein, and E3 ubiquitin-protein ligase TRIM9
9606	CL:1329	84	Muscle protein, and myofibril assembly
9606	CL:133	1027	mixed, incl. actin filament-based process, and Extracellular matrix organization
9606	CL:13305	44	F-box-like domain superfamily
9606	CL:13307	37	F-box-like, and SKP1 component, dimerisation
9606	CL:13308	29	F-box-like
9606	CL:1331	65	Muscle protein, and striated muscle thin filament
9606	CL:13310	22	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, and A Receptor for Ubiquitination Targets
9606	CL:13312	10	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process, and F-box only protein 11
9606	CL:13314	5	mixed, incl. Cyclin-F, metazoan, and SKP1 component, dimerisation
9606	CL:1333	31	myosin II complex, and Smooth Muscle Contraction
9606	CL:13339	5	Association of TriC/CCT with target proteins during biosynthesis
9606	CL:1334	22	RHO GTPases Activate ROCKs, and Smooth Muscle Contraction
9606	CL:1335	12	RHO GTPases Activate ROCKs
9606	CL:13356	5	mixed, incl. Parallel beta-helix repeat-2, and Leucine-rich repeat - CC (cysteine-containing) subfamily
9606	CL:13365	8	mixed, incl. Leucine-rich repeat, cysteine-containing subtype, and Quinoprotein amine dehydrogenase, beta chain-like
9606	CL:1337	6	myosin II filament, and EF-hand domain
9606	CL:13381	6	mixed, incl. FIST C domain, and Protein SirB1, N-terminal
9606	CL:13395	13	polar microtubule, and Kelch
9606	CL:13398	8	mixed, incl. polar microtubule, and distal tubule morphogenesis
9606	CL:134	961	mixed, incl. actin filament-based process, and Extracellular matrix organization
9606	CL:13426	6	mixed, incl. chondrocyte hypertrophy, and Lon, substrate-binding domain
9606	CL:13444	13	anaphase-promoting complex
9606	CL:13446	8	anaphase-promoting complex
9606	CL:13475	76	Neddylation
9606	CL:13478	44	SOCS box domain, and protein neddylation
9606	CL:13479	29	protein neddylation, and SOCS box domain
9606	CL:13481	16	SOCS box, and Cul5-RING ubiquitin ligase complex
9606	CL:13484	10	Cul5-RING ubiquitin ligase complex, and suppressors of cytokine signalling
9606	CL:13489	5	Cul5-RING ubiquitin ligase complex, and Found in Skp1 protein family
9606	CL:135	594	mixed, incl. Extracellular matrix organization, and transmembrane receptor protein tyrosine kinase signaling pathway
9606	CL:13515	11	protein neddylation
9606	CL:13517	5	Cullin binding, and NEDD8 conjugating enzyme activity
9606	CL:13527	5	NEDD8 activating enzyme activity, and Cullin binding
9606	CL:13536	15	SOCS box
9606	CL:13538	10	SOCS box
9606	CL:13541	5	SOCS box-like domain superfamily
9606	CL:13567	30	COMM domain, and Signalosome
9606	CL:13568	18	Signalosome, and PHR domain 
9606	CL:13571	13	Signalosome, and PI31 proteasome regulator N-terminal
9606	CL:13575	7	Signalosome
9606	CL:1358	10	Smooth Muscle Contraction
9606	CL:136	585	mixed, incl. Extracellular matrix organization, and transmembrane receptor protein tyrosine kinase signaling pathway
9606	CL:13604	11	COMM domain
9606	CL:13606	6	COMM domain
9606	CL:13628	5	mixed, incl. DNA helicase, UvrD/REP type, and D domain of beta-TrCP
9606	CL:1363	5	mesenchyme migration, and skeletal muscle myosin thick filament assembly
9606	CL:13654	5	Rad18-like CCHC zinc finger, and HIRAN domain
9606	CL:13672	20	Cul4-RING E3 ubiquitin ligase complex
9606	CL:13676	15	Cul4-RING E3 ubiquitin ligase complex
9606	CL:13680	6	Cul4B-RING E3 ubiquitin ligase complex, and De-etiolated protein 1 Det1
9606	CL:13696	5	mixed, incl. WD repeat protein DCAF11/LEC14B, and DDB1- and CUL4-associated factor 15
9606	CL:137	296	mixed, incl. neuron projection guidance, and protein tyrosine kinase activity
9606	CL:13721	7	protein ufmylation
9606	CL:13737	123	mixed, incl. Hedgehog 'on' state, and regulation of transcription from RNA polymerase II promoter in response to hypoxia
9606	CL:13738	117	mixed, incl. Hedgehog 'on' state, and regulation of transcription from RNA polymerase II promoter in response to hypoxia
9606	CL:13740	89	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha, and proteasome assembly
9606	CL:13743	79	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha, and TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
9606	CL:13745	74	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha, and TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
9606	CL:13746	63	Degradation of DVL, and TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
9606	CL:13748	54	Degradation of DVL
9606	CL:13752	48	Cross-presentation of soluble exogenous antigens (endosomes)
9606	CL:13756	43	Cross-presentation of soluble exogenous antigens (endosomes)
9606	CL:13761	37	Proteasome
9606	CL:13762	28	Proteasome
9606	CL:13763	21	Proteasome
9606	CL:13764	16	Proteasome subunit, and proteasome regulatory particle, base subcomplex
9606	CL:13765	10	Proteasome alpha-type subunit, and proteasome regulatory particle
9606	CL:13784	6	Proteasome beta-type subunit, conserved site
9606	CL:1379	6	Myosin N-terminal SH3-like domain, and unconventional myosin complex
9606	CL:13795	5	mixed, incl. UCH-binding domain, and Proteasome subunit alpha 1
9606	CL:138	239	mixed, incl. protein tyrosine kinase activity, and neuron projection guidance
9606	CL:13804	7	Proteasome subunit, and 26S Proteasome regulatory subunit 6A
9606	CL:13818	7	proteasome regulatory particle, lid subcomplex, and 26S proteasome regulatory subunit 10B
9606	CL:13860	6	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
9606	CL:13871	11	regulation of transcription from RNA polymerase II promoter in response to hypoxia
9606	CL:13874	5	Hypoxia-inducible factor-1, and 2OG-Fe(II) oxygenase superfamily
9606	CL:139	132	mixed, incl. phosphatidylinositol-4,5-bisphosphate 3-kinase activity, and RET signaling
9606	CL:13907	5	proteasome assembly
9606	CL:13923	22	mixed, incl. Ligand-receptor interactions, and smoothened signaling pathway involved in ventral spinal cord patterning
9606	CL:13925	10	Ligand-receptor interactions
9606	CL:13928	5	Ligand-receptor interactions
9606	CL:13948	6	mixed, incl. notochord regression, and Suppressor of fused
9606	CL:1397	32	Striated Muscle Contraction
9606	CL:13971	6	mixed, incl. Zinc finger CCHC HIVEP-type, and positive regulation of mesenchymal cell apoptotic process
9606	CL:13982	86	mixed, incl. thiol-dependent ubiquitin-specific protease activity, and Ubiquitin homologues
9606	CL:13984	66	mixed, incl. thiol-dependent ubiquitin-specific protease activity, and Ubiquitin homologues
9606	CL:13985	56	mixed, incl. thiol-dependent ubiquitin-specific protease activity, and Heat shock chaperonin-binding
9606	CL:13986	30	thiol-dependent ubiquitin-specific protease activity, and USP8 interacting
9606	CL:13987	24	thiol-dependent ubiquitin-specific protease activity, and USP8 interacting
9606	CL:13989	16	mixed, incl. Josephin, and protein K29-linked deubiquitination
9606	CL:13991	6	mixed, incl. protein K33-linked deubiquitination, and Peptidase C65, otubain
9606	CL:140	126	mixed, incl. phosphatidylinositol-4,5-bisphosphate 3-kinase activity, and RET signaling
9606	CL:1400	23	Striated Muscle Contraction
9606	CL:14005	8	mixed, incl. Ubiquitin carboxyl-terminal hydrolase, family 1, and Nedd8-like ubiquitin
9606	CL:14025	5	mixed, incl. USP8 interacting, and Ubiquitin thioesterase OTUB1
9606	CL:14035	5	mixed, incl. Protein of unknown function DUF3337, and N-terminal of ubiquitin carboxyl-terminal hydrolase 37
9606	CL:1404	18	muscle filament sliding
9606	CL:14045	26	mixed, incl. Heat shock chaperonin-binding, and Lys48-specific deubiquitinase activity
9606	CL:14046	20	mixed, incl. Heat shock chaperonin-binding, and AN1-like Zinc finger
9606	CL:14048	11	mixed, incl. Heat shock chaperonin-binding, and PAW domain superfamily
9606	CL:14050	6	mixed, incl. XPC-binding domain, and Ubiquilin-1
9606	CL:1407	6	troponin complex, and Titin Z
9606	CL:14074	6	mixed, incl. AN1-like Zinc finger, and Rabaptin-5beta
9606	CL:14086	5	mixed, incl. E3 ubiquitin ligase EDD, and MINDY deubiquitinase
9606	CL:14097	8	mixed, incl. DUSP domain, and G10D orphan receptor
9606	CL:141	119	mixed, incl. phosphatidylinositol-4,5-bisphosphate 3-kinase activity, and RET signaling
9606	CL:14123	13	mixed, incl. LUBAC complex, and UEV domain
9606	CL:14125	6	LUBAC complex, and Spermatogenesis-associated protein 2
9606	CL:14137	6	UEV domain, and In Between Ring fingers
9606	CL:14153	196	mixed, incl. Protein processing in endoplasmic reticulum, and Chaperone
9606	CL:14154	182	mixed, incl. Protein processing in endoplasmic reticulum, and Chaperone
9606	CL:14155	95	mixed, incl. ERAD pathway, and UBX domain
9606	CL:14156	52	mixed, incl. Unfolded Protein Response (UPR), and Thioredoxin, conserved site
9606	CL:14159	41	mixed, incl. Unfolded protein response, and endoplasmic reticulum chaperone complex
9606	CL:14160	36	mixed, incl. Unfolded protein response, and endoplasmic reticulum chaperone complex
9606	CL:14161	26	endoplasmic reticulum chaperone complex, and Unfolded protein response
9606	CL:14162	17	mixed, incl. endoplasmic reticulum chaperone complex, and mannose trimming involved in glycoprotein ERAD pathway
9606	CL:14164	5	glucosidase II complex, and sequestering of calcium ion
9606	CL:14181	6	mixed, incl. Disulphide isomerase, and Tetratricopeptide repeat-like domain
9606	CL:14198	6	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress
9606	CL:142	67	mixed, incl. RET signaling, and ERBB2 Regulates Cell Motility
9606	CL:14212	10	mixed, incl. posttranslational protein targeting to endoplasmic reticulum membrane, and thioester transport
9606	CL:14214	5	posttranslational protein targeting to endoplasmic reticulum membrane
9606	CL:1423	7	troponin complex, and visceral muscle development
9606	CL:14231	5	peptide antigen-transporting ATPase activity, and Assembly of Viral Components at the Budding Site
9606	CL:14245	5	mixed, incl. Arb2 domain, and Calreticulin
9606	CL:14259	43	ERAD pathway, and UBX domain
9606	CL:14261	21	Derlin-1 retrotranslocation complex, and negative regulation of retrograde protein transport, ER to cytosol
9606	CL:14263	10	endoplasmic reticulum mannose trimming, and Erlin1/2
